ASV,Tax_Rank,Phylum,Class,Order,Family,Subfamily,Genus,Species,Confidence,Supporting_Recs,Best_ID_percent,Number_of_BOLD_hits,Top_hit_families,Top_hit_genera,Top_hit_species,Ambiguous_family,Ambiguous_genus,Ambiguous_species,Assignment_status
ASV541,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV542,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV55,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV56,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV560,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV561,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV57,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV58,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV582,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV601,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV67,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV675,Unassigned,,,,,,,,,0,82.00,100,Chlorodendraceae,Tetraselmis,Tetraselmis sp. KMMCC 1449,NO,NO,NO,Unassigned
ASV70,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV725,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV726,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV727,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV74,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV741,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV762,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV77,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV78,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV780,Unassigned,,,,,,,,,0,84.16,100,Chlorodendraceae,Tetraselmis,Tetraselmis sp. KMMCC 1449,NO,NO,NO,Unassigned
ASV782,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV784,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV790,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV836,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,100.0,100,98.93,100,Rosaceae,Rubus,Rubus aciodonthus;Rubus adulans;Rubus arrheniiformis;Rubus asperidens;Rubus bovinus;Rubus braeuckeriformis;Rubus calotemnus;Rubus campaniensis;Rubus caninitergi;Rubus chloocladus;Rubus cochinchinensis;Rubus condensatus;Rubus confusidens;Rubus dasyphyllus;Rubus dejonghii;Rubus diversus;Rubus eglandulosus;Rubus egregius;Rubus elegantispinosus;Rubus euryanthemus;Rubus flagelliflorus;Rubus flexuosus;Rubus foersteri;Rubus frederici;Rubus gelertii;Rubus gloriosus;Rubus guestphalicus;Rubus hastiferus;Rubus henrici-weberi;Rubus holerythros;Rubus hypomalacus;Rubus insectifolius;Rubus integribasis;Rubus iuvenis;Rubus langei;Rubus lasiandrus;Rubus latiarcuatus;Rubus lindleianus;Rubus loehrii;Rubus muenteri;Rubus muridens;Rubus negatus;Rubus nemoralis;Rubus nitidiformis;Rubus opacus;Rubus picearum;Rubus planus;Rubus platyacanthus;Rubus plicatus;Rubus poliothyrsus;Rubus polyanthemus;Rubus praticolor;Rubus procerus;Rubus psilops;Rubus pugiunculosus;Rubus radula;Rubus raduloides;Rubus rubercadaver;Rubus rufescens;Rubus schlechtendalii;Rubus schleicheri;Rubus sciocharis;Rubus senticosus;Rubus tubanticus;Rubus vulgaris,NO,NO,YES,Assigned
ASV867,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,100.0,100,100.00,100,Rosaceae,Rubus,Rubus aciodonthus;Rubus adulans;Rubus amisiensis;Rubus aphidifer;Rubus arrheniiformis;Rubus bertramii;Rubus bovinus;Rubus braeuckeriformis;Rubus caesius;Rubus calotemnus;Rubus campaniensis;Rubus caninitergi;Rubus chloocladus;Rubus cochinchinensis;Rubus dasyphyllus;Rubus dejonghii;Rubus divaricatus;Rubus eglandulosus;Rubus eifeliensis;Rubus euryanthemus;Rubus flagelliflorus;Rubus flexuosus;Rubus foliosus;Rubus frederici;Rubus gelertii;Rubus gloriosus;Rubus griesiae;Rubus guestphalicus;Rubus hastiferus;Rubus henrici-weberi;Rubus horrefactus;Rubus hypomalacus;Rubus incisior;Rubus insectifolius;Rubus integribasis;Rubus iuvenis;Rubus langei;Rubus lasiandrus;Rubus latiarcuatus;Rubus leucandrus;Rubus lindebergii;Rubus lobatidens;Rubus magnisepalus;Rubus montanus;Rubus muenteri;Rubus mus;Rubus nemoralis;Rubus nemoripatens;Rubus nitidiformis;Rubus opacus;Rubus oreades;Rubus phoenicolasius;Rubus plicatus;Rubus poliothyrsus;Rubus polyanthemus;Rubus praticolor;Rubus psilops;Rubus pugiunculosus;Rubus radula;Rubus raduloides;Rubus rubercadaver;Rubus rufescens;Rubus schlechtendalii;Rubus scidularum;Rubus sciocharis;Rubus senticosus;Rubus spiculus;Rubus tubanticus;Rubus ubericus;Rubus vulgaris,NO,NO,YES,Assigned
ASV938,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,100.0,100,100.00,100,Rosaceae,Rubus,Rubus cochinchinensis;Rubus longior;Rubus negatus;Rubus oreades,NO,NO,YES,Assigned
ASV969,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,100.0,100,99.42,100,Rosaceae,Rubus,Rubus sp. Glandulosi MS-2014b,NO,NO,NO,Assigned
ASV990,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,100.0,100,100.00,100,Rosaceae,Rubus,Rubus aciodonthus;Rubus adulans;Rubus arrheniiformis;Rubus asperidens;Rubus bovinus;Rubus braeuckeriformis;Rubus calotemnus;Rubus campaniensis;Rubus caninitergi;Rubus chloocladus;Rubus cochinchinensis;Rubus condensatus;Rubus confusidens;Rubus dasyphyllus;Rubus dejonghii;Rubus diversus;Rubus eglandulosus;Rubus egregius;Rubus elegantispinosus;Rubus euryanthemus;Rubus flagelliflorus;Rubus flexuosus;Rubus foersteri;Rubus frederici;Rubus fruticosus agg.;Rubus gelertii;Rubus gloriosus;Rubus guestphalicus;Rubus hastiferus;Rubus henrici-weberi;Rubus holerythros;Rubus hypomalacus;Rubus insectifolius;Rubus integribasis;Rubus iuvenis;Rubus langei;Rubus lasiandrus;Rubus latiarcuatus;Rubus lindleianus;Rubus loehrii;Rubus muenteri;Rubus muridens;Rubus negatus;Rubus nemoralis;Rubus nitidiformis;Rubus opacus;Rubus picearum;Rubus planus;Rubus platyacanthus;Rubus plicatus;Rubus poliothyrsus;Rubus polyanthemus;Rubus praticolor;Rubus procerus;Rubus psilops;Rubus pugiunculosus;Rubus radula;Rubus raduloides;Rubus rubercadaver;Rubus rufescens;Rubus schlechtendalii;Rubus schleicheri;Rubus sciocharis;Rubus senticosus;Rubus tubanticus;Rubus vulgaris,NO,NO,YES,Assigned
ASV846,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,100.0,99,99.20,100,Rosaceae,Rubus,Rubus cochinchinensis;Rubus longior;Rubus negatus;Rubus oreades,NO,NO,YES,Assigned
ASV845,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,100.0,97,99.47,100,Rosaceae,Rubus,Rubus cordiformis;Rubus surrectus,NO,NO,YES,Assigned
ASV908,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,100.0,97,100.00,100,Rosaceae,Rubus,Rubus cochinchinensis;Rubus idaeus,NO,NO,YES,Assigned
ASV874,CLASS,Tracheophyta,Magnoliopsida,,,,,,100.0,95,100.00,100,Ranunculaceae,Helleborus,Helleborus niger,NO,NO,NO,Assigned
ASV801,CLASS,Tracheophyta,Magnoliopsida,,,,,,100.0,94,98.48,100,Ranunculaceae,Eranthis,Eranthis hyemalis,NO,NO,NO,Assigned
ASV881,CLASS,Tracheophyta,Magnoliopsida,,,,,,100.0,94,98.51,100,Boraginaceae,Omphalodes,Omphalodes verna,NO,NO,NO,Assigned
ASV89,CLASS,Tracheophyta,Magnoliopsida,,,,,,100.0,94,100.00,100,Euphorbiaceae,Mercurialis,Mercurialis perennis,NO,NO,NO,Assigned
ASV976,CLASS,Tracheophyta,Magnoliopsida,,,,,,100.0,94,98.36,100,Boraginaceae,Omphalodes,Omphalodes verna,NO,NO,NO,Assigned
ASV796,CLASS,Tracheophyta,Magnoliopsida,,,,,,100.0,93,97.89,100,Vitaceae,Causonis,Causonis mollis,NO,NO,NO,Assigned
ASV802,CLASS,Tracheophyta,Magnoliopsida,,,,,,100.0,93,100.00,100,Celastraceae,Euonymus,Euonymus europaeus,NO,NO,NO,Assigned
ASV859,CLASS,Tracheophyta,Magnoliopsida,,,,,,100.0,93,98.69,100,Boraginaceae,Omphalodes,Omphalodes verna,NO,NO,NO,Assigned
ASV810,CLASS,Tracheophyta,Magnoliopsida,,,,,,100.0,91,99.10,100,Celastraceae,Euonymus,Euonymus latifolius,NO,NO,NO,Assigned
ASV914,CLASS,Tracheophyta,Magnoliopsida,,,,,,100.0,91,99.70,100,Ulmaceae,Ulmus,Ulmus procera,NO,NO,NO,Assigned
ASV840,CLASS,Tracheophyta,Magnoliopsida,,,,,,100.0,90,99.54,100,Ulmaceae,Ulmus,Ulmus glabra;Ulmus procera,NO,NO,YES,Assigned
ASV8,CLASS,Tracheophyta,Magnoliopsida,,,,,,100.0,89,99.34,100,Boraginaceae,Omphalodes,Omphalodes verna,NO,NO,NO,Assigned
ASV897,CLASS,Tracheophyta,Magnoliopsida,,,,,,100.0,87,99.02,100,Boraginaceae,Omphalodes,Omphalodes verna,NO,NO,NO,Assigned
ASV842,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,100.0,82,98.16,100,Rosaceae,Rubus,Rubus fruticosus agg.,NO,NO,NO,Assigned
ASV921,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,100.0,73,97.71,100,Rosaceae,Rubus,Rubus fruticosus agg.,NO,NO,NO,Assigned
ASV876,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,100.0,56,97.48,100,Rosaceae,Rubus,Rubus fruticosus agg.,NO,NO,NO,Assigned
ASV915,FAMILY,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,,,,100.0,35,95.72,100,Araliaceae,Hedera,Hedera helix,NO,NO,NO,Assigned
ASV973,FAMILY,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,,,,100.0,22,97.69,100,Rosaceae,Sorbus,Sorbus scopulina,NO,NO,NO,Assigned
ASV943,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Fragaria,,100.0,16,98.31,100,Rosaceae,Fragaria,Fragaria vesca,NO,NO,NO,Assigned
ASV962,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,100.0,7,96.76,100,Rosaceae,Rubus,Rubus fruticosus agg.,NO,NO,NO,Assigned
ASV886,SUBFAMILY,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,,,100.0,4,99.51,100,Rosaceae,Aremonia,Aremonia agrimonioides,NO,NO,NO,Assigned
ASV903,SUBFAMILY,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,,,100.0,3,96.40,100,Rosaceae,Fragaria,Fragaria vesca,NO,NO,NO,Assigned
ASV955,SUBFAMILY,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,,,100.0,3,96.16,100,Rosaceae,Fragaria,Fragaria vesca,NO,NO,NO,Assigned
ASV99,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,99.66,95,99.47,100,Rosaceae,Rubus,Rubus aciodonthus;Rubus adulans;Rubus arrheniiformis;Rubus asperidens;Rubus bovinus;Rubus braeuckeriformis;Rubus calotemnus;Rubus campaniensis;Rubus caninitergi;Rubus chloocladus;Rubus cochinchinensis;Rubus confusidens;Rubus dasyphyllus;Rubus dejonghii;Rubus diversus;Rubus eglandulosus;Rubus egregius;Rubus elegantispinosus;Rubus euryanthemus;Rubus flagelliflorus;Rubus flexuosus;Rubus frederici;Rubus gelertii;Rubus gloriosus;Rubus guestphalicus;Rubus hastiferus;Rubus henrici-weberi;Rubus holerythros;Rubus hypomalacus;Rubus insectifolius;Rubus integribasis;Rubus iuvenis;Rubus langei;Rubus lasiandrus;Rubus latiarcuatus;Rubus loehrii;Rubus muenteri;Rubus nemoralis;Rubus nitidiformis;Rubus opacus;Rubus planus;Rubus platyacanthus;Rubus plicatus;Rubus poliothyrsus;Rubus polyanthemus;Rubus praticolor;Rubus psilops;Rubus pugiunculosus;Rubus radula;Rubus raduloides;Rubus rubercadaver;Rubus rufescens;Rubus schlechtendalii;Rubus sciocharis;Rubus senticosus;Rubus tubanticus;Rubus vulgaris,NO,NO,YES,Assigned
ASV919,GENUS,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculoideae,Clematis,,99.41,62,100.00,100,Ranunculaceae,Clematis,Clematis vitalba,NO,NO,NO,Assigned
ASV880,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,99.4,94,99.20,100,Rosaceae,Rubus,Rubus cochinchinensis;Rubus longior;Rubus negatus;Rubus oreades,NO,NO,YES,Assigned
ASV975,CLASS,Tracheophyta,Magnoliopsida,,,,,,99.3,95,99.30,100,Orobanchaceae;Rosaceae,Castilleja;Rubus,Castilleja unalaschcensis;Rubus cochinchinensis;Rubus fruticosus agg.;Rubus ichangensis;Rubus idaeus;Rubus parviflorus;Rubus pubescens;Rubus pungens var. indefensus;Rubus saxatilis;Rubus sumatranus,YES,YES,YES,Assigned
ASV83,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,99.29,97,99.73,100,Rosaceae,Rubus,Rubus cochinchinensis;Rubus longior;Rubus negatus;Rubus oreades,NO,NO,YES,Assigned
ASV820,GENUS,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercoideae,Quercus,,99.24,76,99.68,100,Fagaceae,Quercus,Quercus falcata,NO,NO,NO,Assigned
ASV961,CLASS,Tracheophyta,Magnoliopsida,,,,,,99.22,95,99.77,100,Ranunculaceae,Helleborus,Helleborus viridis,NO,NO,NO,Assigned
ASV923,CLASS,Tracheophyta,Magnoliopsida,,,,,,99.17,94,99.23,100,Viburnaceae,Adoxa,Adoxa moschatellina,NO,NO,NO,Assigned
ASV93,GENUS,Tracheophyta,Magnoliopsida,Malpighiales,Violaceae,Violoideae,Viola,,99.11,94,99.77,100,Violaceae,Viola,Viola reichenbachiana;Viola riviniana,NO,NO,YES,Assigned
ASV88,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,Rubus,,98.54,78,99.77,100,Rosaceae,Rubus,Rubus idaeus;Rubus saxatilis,NO,NO,YES,Assigned
ASV922,GENUS,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,Coryloideae,Corylus,,98.3,57,99.58,100,Betulaceae,Corylus,Corylus heterophylla var. sutchuenensis,NO,NO,NO,Assigned
ASV981,GENUS,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercoideae,Quercus,,98.25,88,99.66,100,Fagaceae,Quercus,Quercus sadleriana,NO,NO,NO,Assigned
ASV905,GENUS,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,,Omphalodes,,98.25,6,99.34,100,Boraginaceae,Omphalodes,Omphalodes verna,NO,NO,NO,Assigned
ASV856,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Amygdaloideae,Crataegus,,98.12,21,99.77,100,Rosaceae,Crataegus,Crataegus laevigata,NO,NO,NO,Assigned
ASV879,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Amygdaloideae,Sorbus,,97.46,44,100.00,100,Rosaceae,Sorbus,Sorbus aucuparia,NO,NO,NO,Assigned
ASV871,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Amygdaloideae,Prunus,,96.81,78,99.77,100,Rosaceae,Prunus,Prunus avium;Prunus emarginata,NO,NO,YES,Assigned
ASV995,CLASS,Tracheophyta,Magnoliopsida,,,,,,96.75,89,99.73,100,Euphorbiaceae,Euphorbia,Euphorbia carniolica,NO,NO,NO,Assigned
ASV993,GENUS,Tracheophyta,Magnoliopsida,Malpighiales,Violaceae,Violoideae,Viola,,96.53,68,99.19,100,Juncaceae,Juncus,Juncus brevicaudatus,NO,NO,NO,Assigned
ASV902,GENUS,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Amygdaloideae,Sorbus,,96.31,72,99.77,100,Rosaceae,Sorbus,Sorbus leyana,NO,NO,NO,Assigned
ASV813,ORDER,Tracheophyta,Magnoliopsida,Lamiales,,,,,91.78,43,91.11,100,Plantaginaceae,Gratiola,Gratiola aurea;Gratiola japonica,NO,NO,YES,Assigned
ASV942,FAMILY,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,,,,91.36,47,99.21,100,Boraginaceae,Amsinckia;Cryptantha;Cynoglossum;Myosotis,Amsinckia menziesii;Cryptantha parviflora;Cynoglossum germanicum;Myosotis secunda,NO,YES,YES,Assigned
ASV935,CLASS,Tracheophyta,Magnoliopsida,,,,,,91.19,74,99.68,100,Rosaceae,Crataegus,Crataegus laevigata;Crataegus monogyna,NO,NO,YES,Assigned
ASV909,GENUS,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,,Hedera,,90.71,9,97.36,100,Araliaceae;Ranunculaceae,Clematis;Hedera,Clematis flammula;Hedera helix;Hedera helix subsp. helix,YES,YES,YES,Assigned
ASV865,SUBFAMILY,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosoideae,,,89.38,62,100.00,100,Orobanchaceae;Rosaceae,Castilleja;Potentilla;Rosa;Rubus,Castilleja unalaschcensis;Potentilla sterilis;Rosa spinosissima;Rubus coreanus;Rubus ichangensis;Rubus idaeus;Rubus lambertianus;Rubus saxatilis;Rubus shihae,YES,YES,YES,Assigned
ASV951,ORDER,Tracheophyta,Magnoliopsida,Asterales,,,,,87.9,85,97.26,100,Boraginaceae;Cucurbitaceae,Paracaryum;Thladiantha,Paracaryum rugulosum;Thladiantha cordifolia,YES,YES,YES,Assigned
ASV795,SUBFAMILY,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Apioideae,,,87.66,20,99.39,100,Apiaceae,Aegopodium,Aegopodium podagraria,NO,NO,NO,Assigned
ASV862,FAMILY,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,,,,86.97,74,100.00,100,Boraginaceae,Cynoglossum;Lappula,Cynoglossum officinale;Lappula balchaschensis,NO,YES,YES,Assigned
ASV873,GENUS,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,,Hedera,,86.68,5,96.92,100,Araliaceae;Ranunculaceae,Clematis;Hedera,Clematis flammula;Hedera helix;Hedera helix subsp. helix,YES,YES,YES,Assigned
ASV966,GENUS,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,,Pulmonaria,,85.71,31,99.75,100,Boraginaceae,Pulmonaria,Pulmonaria obscura,NO,NO,NO,Assigned
ASV972,SUBFAMILY,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Brassicoideae,,,84.15,48,100.00,100,Myrsinaceae,Anagallis,Anagallis arvensis,NO,NO,NO,Assigned
ASV977,GENUS,Tracheophyta,Magnoliopsida,Rosales,Ulmaceae,,Ulmus,,82.13,50,100.00,100,Ulmaceae,Ulmus,Ulmus castaneifolia;Ulmus davidiana;Ulmus glabra;Ulmus glabra Huds.;Ulmus glaucescens;Ulmus minor;Ulmus pumila;Ulmus rubra,NO,NO,YES,Assigned
ASV999,FAMILY,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,,,,80.49,81,100.00,100,Asteraceae,Carlina;Cirsium;Saussurea,Carlina vulgaris;Cirsium acaule;Cirsium oleraceum;Saussurea alpina;Saussurea angustifolia,NO,YES,YES,Assigned
ASV806,FAMILY,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,,,,72.74,53,100.00,100,Boraginaceae,Lappula,Lappula balchaschensis,NO,NO,NO,Low-confidence
ASV854,FAMILY,Tracheophyta,Magnoliopsida,Rosales,Ulmaceae,,,,70.18,61,100.00,100,Ulmaceae,Ulmus,Ulmus bergmanniana;Ulmus castaneifolia;Ulmus davidiana;Ulmus glabra;Ulmus glabra Huds.;Ulmus glaucescens;Ulmus minor;Ulmus procera;Ulmus pumila;Ulmus rubra,NO,NO,YES,Low-confidence
ASV792,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV793,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV81,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV816,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV817,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV818,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV84,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV843,Unassigned,,,,,,,,,0,84.16,100,Chlorodendraceae,Tetraselmis,Tetraselmis sp. KMMCC 1449,NO,NO,NO,Unassigned
ASV844,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV85,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV855,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV87,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV90,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV91,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV925,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV94,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV95,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV968,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV97,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
ASV971,Unassigned,,,,,,,,,0,,0,,,,NO,NO,NO,Unassigned
